state	edge_type	consumer_or_authority	producer_or_projection	detail
baseline	include	src/model/compilation/ir_identity.c	include/yvex/internal/compilation.h	yvex/internal/compilation.h
baseline	include	src/model/compilation/ir_identity.c	include/yvex/internal/core.h	yvex/internal/core.h
baseline	include	src/model/compilation/ir_identity.c	include/yvex/internal/families/deepseek_v4.h	yvex/internal/families/deepseek_v4.h
baseline	include	src/model/compilation/ir_validate.c	include/yvex/internal/compilation.h	yvex/internal/compilation.h
baseline	include	src/model/core.c	include/yvex/artifact.h	yvex/artifact.h
baseline	include	src/model/core.c	include/yvex/backend.h	yvex/backend.h
baseline	include	src/model/core.c	include/yvex/core.h	yvex/core.h
baseline	include	src/model/core.c	include/yvex/gguf.h	yvex/gguf.h
baseline	include	src/model/core.c	include/yvex/internal/core.h	yvex/internal/core.h
baseline	include	src/model/core.c	include/yvex/model.h	yvex/model.h
baseline	include	src/model/core.c	include/yvex/qtype.h	yvex/qtype.h
baseline	include	src/model/core.c	include/yvex/registry.h	yvex/registry.h
baseline	include	src/model/core.c	include/yvex/source.h	yvex/source.h
baseline	include	src/model/core.c	include/yvex/tokenizer.h	yvex/tokenizer.h
baseline	include	src/model/families/deepseek_v4.c	include/yvex/internal/artifact.h	yvex/internal/artifact.h
baseline	include	src/model/families/deepseek_v4.c	include/yvex/internal/core.h	yvex/internal/core.h
baseline	include	src/model/families/deepseek_v4.c	include/yvex/internal/families/deepseek_v4.h	yvex/internal/families/deepseek_v4.h
baseline	include	src/model/families/deepseek_v4.c	include/yvex/internal/source.h	yvex/internal/source.h
baseline	include	src/model/target/candidates.c	include/yvex/internal/model_target.h	yvex/internal/model_target.h
baseline	include	src/model/target/catalog.c	include/yvex/internal/core.h	yvex/internal/core.h
baseline	include	src/model/target/catalog.c	include/yvex/internal/model_target.h	yvex/internal/model_target.h
baseline	include	src/model/target/decision.c	include/yvex/internal/model_target.h	yvex/internal/model_target.h
baseline	include	src/model/target/mapping_gate.c	include/yvex/internal/compilation.h	yvex/internal/compilation.h
baseline	include	src/model/target/mapping_gate.c	include/yvex/internal/families/deepseek_v4.h	yvex/internal/families/deepseek_v4.h
baseline	include	src/model/target/mapping_gate.c	include/yvex/internal/model_target.h	yvex/internal/model_target.h
baseline	include	src/model/target/mapping_gate.c	include/yvex/internal/source.h	yvex/internal/source.h
baseline	include	src/model/target/missing_role.c	include/yvex/internal/model_target.h	yvex/internal/model_target.h
baseline	include	src/model/target/missing_role.c	include/yvex/internal/source.h	yvex/internal/source.h
baseline	include	src/model/target/model_class_profile.c	include/yvex/internal/families/deepseek_v4.h	yvex/internal/families/deepseek_v4.h
baseline	include	src/model/target/model_class_profile.c	include/yvex/internal/model_target.h	yvex/internal/model_target.h
baseline	include	src/model/target/model_class_profile.c	include/yvex/internal/source.h	yvex/internal/source.h
baseline	include	src/model/target/model_class_profile.c	include/yvex/source.h	yvex/source.h
baseline	include	src/model/target/output_head_map.c	include/yvex/internal/model_target.h	yvex/internal/model_target.h
baseline	include	src/model/target/qtype_policy.c	include/yvex/internal/model_target.h	yvex/internal/model_target.h
baseline	include	src/model/target/qtype_policy.c	include/yvex/internal/quant_numeric.h	yvex/internal/quant_numeric.h
baseline	include	src/model/target/qtype_role_support.c	include/yvex/internal/model_target.h	yvex/internal/model_target.h
baseline	include	src/model/target/qtype_role_support.c	include/yvex/internal/quant_numeric.h	yvex/internal/quant_numeric.h
baseline	include	src/model/target/report.c	include/yvex/internal/families/deepseek_v4.h	yvex/internal/families/deepseek_v4.h
baseline	include	src/model/target/report.c	include/yvex/internal/model_target.h	yvex/internal/model_target.h
baseline	include	src/model/target/report.c	include/yvex/source.h	yvex/source.h
baseline	include	src/model/target/sidecar_write.c	include/yvex/internal/core.h	yvex/internal/core.h
baseline	include	src/model/target/sidecar_write.c	include/yvex/internal/io.h	yvex/internal/io.h
baseline	include	src/model/target/sidecar_write.c	include/yvex/internal/model_target.h	yvex/internal/model_target.h
baseline	include	src/model/target/tensor_collection.c	include/yvex/internal/core.h	yvex/internal/core.h
baseline	include	src/model/target/tensor_collection.c	include/yvex/internal/families/deepseek_v4.h	yvex/internal/families/deepseek_v4.h
baseline	include	src/model/target/tensor_collection.c	include/yvex/internal/model_target.h	yvex/internal/model_target.h
baseline	include	src/model/target/tensor_collection.c	include/yvex/internal/source.h	yvex/internal/source.h
baseline	include	src/model/target/tensor_collection.c	include/yvex/source.h	yvex/source.h
baseline	include	src/model/target/tensor_naming.c	include/yvex/internal/compilation.h	yvex/internal/compilation.h
baseline	include	src/model/target/tensor_naming.c	include/yvex/internal/core.h	yvex/internal/core.h
baseline	include	src/model/target/tensor_naming.c	include/yvex/internal/families/deepseek_v4.h	yvex/internal/families/deepseek_v4.h
baseline	include	src/model/target/tensor_naming.c	include/yvex/internal/gguf.h	yvex/internal/gguf.h
baseline	include	src/model/target/tensor_naming.c	include/yvex/internal/model_target.h	yvex/internal/model_target.h
baseline	include	src/model/target/tokenizer_map.c	include/yvex/internal/model_target.h	yvex/internal/model_target.h
baseline	include	src/provider/core.c	include/yvex/internal/core.h	yvex/internal/core.h
baseline	include	src/provider/core.c	include/yvex/provider.h	yvex/provider.h
baseline	include	src/runtime/benchmark.c	include/yvex/internal/benchmark.h	yvex/internal/benchmark.h
baseline	include	src/runtime/benchmark.c	include/yvex/internal/runtime.h	yvex/internal/runtime.h
baseline	include	src/runtime/binding.c	include/yvex/internal/core.h	yvex/internal/core.h
baseline	include	src/runtime/binding.c	include/yvex/internal/moe.h	yvex/internal/moe.h
baseline	include	src/runtime/binding.c	include/yvex/internal/runtime.h	yvex/internal/runtime.h
baseline	include	src/runtime/core.c	include/yvex/artifact.h	yvex/artifact.h
baseline	include	src/runtime/core.c	include/yvex/internal/backend.h	yvex/internal/backend.h
baseline	include	src/runtime/core.c	include/yvex/internal/core.h	yvex/internal/core.h
baseline	include	src/runtime/core.c	include/yvex/internal/graph_state.h	yvex/internal/graph_state.h
baseline	include	src/runtime/core.c	include/yvex/internal/logits.h	yvex/internal/logits.h
baseline	include	src/runtime/core.c	src/runtime/private.h	src/runtime/private.h
baseline	include	src/runtime/decode.c	include/yvex/internal/core.h	yvex/internal/core.h
baseline	include	src/runtime/decode.c	include/yvex/internal/decode.h	yvex/internal/decode.h
baseline	include	src/runtime/decode.c	include/yvex/internal/runtime.h	yvex/internal/runtime.h
baseline	include	src/runtime/descriptor.c	include/yvex/internal/backend.h	yvex/internal/backend.h
baseline	include	src/runtime/descriptor.c	include/yvex/internal/core.h	yvex/internal/core.h
baseline	include	src/runtime/descriptor.c	include/yvex/internal/graph_state.h	yvex/internal/graph_state.h
baseline	include	src/runtime/descriptor.c	include/yvex/internal/runtime.h	yvex/internal/runtime.h
baseline	include	src/runtime/generation.c	include/yvex/internal/core.h	yvex/internal/core.h
baseline	include	src/runtime/generation.c	include/yvex/internal/graph_state.h	yvex/internal/graph_state.h
baseline	include	src/runtime/generation.c	include/yvex/internal/profile.h	yvex/internal/profile.h
baseline	include	src/runtime/generation.c	src/runtime/private.h	src/runtime/private.h
baseline	include	src/runtime/generation_context.c	include/yvex/internal/backend.h	yvex/internal/backend.h
baseline	include	src/runtime/generation_context.c	include/yvex/internal/core.h	yvex/internal/core.h
baseline	include	src/runtime/generation_context.c	include/yvex/internal/execution.h	yvex/internal/execution.h
baseline	include	src/runtime/generation_context.c	src/runtime/private.h	src/runtime/private.h
baseline	include	src/runtime/generation_result.c	src/runtime/private.h	src/runtime/private.h
baseline	include	src/runtime/graph.c	include/yvex/internal/backend.h	yvex/internal/backend.h
baseline	include	src/runtime/graph.c	include/yvex/internal/benchmark.h	yvex/internal/benchmark.h
baseline	include	src/runtime/graph.c	include/yvex/internal/core.h	yvex/internal/core.h
baseline	include	src/runtime/graph.c	include/yvex/internal/graph.h	yvex/internal/graph.h
baseline	include	src/runtime/graph.c	include/yvex/internal/graph_state.h	yvex/internal/graph_state.h
baseline	include	src/runtime/graph.c	include/yvex/internal/runtime.h	yvex/internal/runtime.h
baseline	include	src/runtime/graph.c	include/yvex/internal/runtime_prefill.h	yvex/internal/runtime_prefill.h
baseline	include	src/runtime/logits.c	include/yvex/internal/backend.h	yvex/internal/backend.h
baseline	include	src/runtime/logits.c	include/yvex/internal/core.h	yvex/internal/core.h
baseline	include	src/runtime/logits.c	include/yvex/internal/execution.h	yvex/internal/execution.h
baseline	include	src/runtime/logits.c	include/yvex/internal/logits.h	yvex/internal/logits.h
baseline	include	src/runtime/logits.c	include/yvex/internal/quant_numeric.h	yvex/internal/quant_numeric.h
baseline	include	src/runtime/logits.c	include/yvex/internal/runtime.h	yvex/internal/runtime.h
baseline	include	src/runtime/moe.c	include/yvex/internal/backend.h	yvex/internal/backend.h
baseline	include	src/runtime/moe.c	include/yvex/internal/core.h	yvex/internal/core.h
baseline	include	src/runtime/moe.c	include/yvex/internal/moe.h	yvex/internal/moe.h
baseline	include	src/runtime/moe.c	include/yvex/internal/quant_numeric.h	yvex/internal/quant_numeric.h
baseline	include	src/runtime/moe.c	include/yvex/internal/runtime.h	yvex/internal/runtime.h
baseline	include	src/runtime/moe_input.c	include/yvex/internal/core.h	yvex/internal/core.h
baseline	include	src/runtime/moe_input.c	include/yvex/internal/moe.h	yvex/internal/moe.h
baseline	include	src/runtime/moe_input.c	include/yvex/internal/runtime.h	yvex/internal/runtime.h
baseline	include	src/runtime/prefill.c	include/yvex/internal/core.h	yvex/internal/core.h
baseline	include	src/runtime/prefill.c	include/yvex/internal/runtime_prefill.h	yvex/internal/runtime_prefill.h
baseline	include	src/runtime/residency.c	include/yvex/artifact.h	yvex/artifact.h
baseline	include	src/runtime/residency.c	include/yvex/internal/backend.h	yvex/internal/backend.h
baseline	include	src/runtime/residency.c	include/yvex/internal/core.h	yvex/internal/core.h
baseline	include	src/runtime/residency.c	include/yvex/internal/runtime.h	yvex/internal/runtime.h
baseline	include	src/runtime/residency.c	src/runtime/private.h	src/runtime/private.h
baseline	include	src/runtime/sampling.c	include/yvex/internal/backend.h	yvex/internal/backend.h
baseline	include	src/runtime/sampling.c	include/yvex/internal/core.h	yvex/internal/core.h
baseline	include	src/runtime/sampling.c	include/yvex/internal/sampling.h	yvex/internal/sampling.h
baseline	include	src/runtime/session.c	include/yvex/internal/backend.h	yvex/internal/backend.h
baseline	include	src/runtime/session.c	include/yvex/internal/core.h	yvex/internal/core.h
baseline	include	src/runtime/session.c	include/yvex/internal/execution.h	yvex/internal/execution.h
baseline	include	src/runtime/session.c	include/yvex/internal/graph_state.h	yvex/internal/graph_state.h
baseline	include	src/runtime/session.c	src/runtime/private.h	src/runtime/private.h
baseline	include	src/runtime/speculation.c	include/yvex/internal/artifact.h	yvex/internal/artifact.h
baseline	include	src/runtime/speculation.c	include/yvex/internal/decode.h	yvex/internal/decode.h
baseline	include	src/runtime/speculation.c	include/yvex/internal/logits.h	yvex/internal/logits.h
baseline	include	src/runtime/speculation.c	include/yvex/internal/quant_numeric.h	yvex/internal/quant_numeric.h
baseline	include	src/runtime/speculation.c	include/yvex/internal/runtime.h	yvex/internal/runtime.h
baseline	include	src/runtime/speculation.c	include/yvex/internal/sampling.h	yvex/internal/sampling.h
baseline	include	src/runtime/speculation.c	include/yvex/internal/transformer.h	yvex/internal/transformer.h
baseline	include	src/runtime/speculation.c	src/runtime/private.h	src/runtime/private.h
baseline	include	src/runtime/transformer.c	include/yvex/internal/backend.h	yvex/internal/backend.h
baseline	include	src/runtime/transformer.c	include/yvex/internal/core.h	yvex/internal/core.h
baseline	include	src/runtime/transformer.c	include/yvex/internal/execution.h	yvex/internal/execution.h
baseline	include	src/runtime/transformer.c	include/yvex/internal/quant_numeric.h	yvex/internal/quant_numeric.h
baseline	include	src/runtime/transformer.c	include/yvex/internal/runtime.h	yvex/internal/runtime.h
baseline	include	src/runtime/transformer.c	include/yvex/internal/transformer.h	yvex/internal/transformer.h
baseline	include	src/runtime/transformer_input.c	include/yvex/internal/core.h	yvex/internal/core.h
baseline	include	src/runtime/transformer_input.c	include/yvex/internal/runtime.h	yvex/internal/runtime.h
baseline	include	src/runtime/transformer_input.c	include/yvex/internal/transformer.h	yvex/internal/transformer.h
baseline	include	src/server/core.c	include/yvex/internal/core.h	yvex/internal/core.h
baseline	include	src/server/core.c	src/server/private.h	src/server/private.h
baseline	include	src/server/openai/core.c	include/yvex/internal/core.h	yvex/internal/core.h
baseline	include	src/server/openai/core.c	src/server/openai/private.h	src/server/openai/private.h
baseline	include	src/server/openai/http.c	src/server/openai/private.h	src/server/openai/private.h
baseline	include	src/server/openai/json.c	include/yvex/internal/core.h	yvex/internal/core.h
baseline	include	src/server/openai/json.c	src/server/openai/private.h	src/server/openai/private.h
baseline	include	src/server/openai/render.c	src/server/openai/private.h	src/server/openai/private.h
baseline	include	src/server/openai/state.c	include/yvex/internal/core.h	yvex/internal/core.h
baseline	include	src/server/openai/state.c	src/server/openai/private.h	src/server/openai/private.h
baseline	include	src/server/protocol.c	src/server/private.h	src/server/private.h
baseline	include	src/server/session.c	include/yvex/internal/core.h	yvex/internal/core.h
baseline	include	src/server/session.c	src/server/private.h	src/server/private.h
baseline	include	src/server/telemetry.c	include/yvex/internal/core.h	yvex/internal/core.h
baseline	include	src/server/telemetry.c	src/server/private.h	src/server/private.h
baseline	include	src/source/inventory.c	include/yvex/internal/core.h	yvex/internal/core.h
baseline	include	src/source/inventory.c	include/yvex/internal/source.h	yvex/internal/source.h
baseline	include	src/source/inventory.c	include/yvex/internal/source_payload.h	yvex/internal/source_payload.h
baseline	include	src/source/manifest.c	include/yvex/internal/source_payload.h	yvex/internal/source_payload.h
baseline	include	src/source/manifest.c	include/yvex/source.h	yvex/source.h
baseline	include	src/source/native_weights.c	include/yvex/internal/source_payload.h	yvex/internal/source_payload.h
baseline	include	src/source/native_weights.c	include/yvex/source.h	yvex/source.h
baseline	include	src/source/payload.c	include/yvex/internal/core.h	yvex/internal/core.h
baseline	include	src/source/payload.c	include/yvex/internal/source.h	yvex/internal/source.h
baseline	include	src/source/payload.c	include/yvex/internal/source_payload.h	yvex/internal/source_payload.h
